Recency,Frequency,Monetary,City,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment_Name
60,7,4572.82,Tanger,2,4,4,244,2,Clients à Risque / Perdus
80,1,508.8,Casablanca,2,1,2,212,2,Clients à Risque / Perdus
420,2,452.32,Agadir,4,2,2,422,0,Clients Réguliers
20,1,135.86,Rabat,1,1,1,111,2,Clients à Risque / Perdus
429,6,743.0,Tanger,4,3,2,432,0,Clients Réguliers
54,10,3805.34,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
318,7,1619.97,Agadir,3,4,3,343,0,Clients Réguliers
33,3,266.89,Meknès,2,2,1,221,2,Clients à Risque / Perdus
250,3,597.78,Rabat,3,2,2,322,2,Clients à Risque / Perdus
395,4,1944.57,Kenitra,4,3,3,433,0,Clients Réguliers
14,9,2615.39,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
28,3,1483.14,Fès,2,2,3,223,2,Clients à Risque / Perdus
10,4,762.75,Kenitra,1,3,2,132,2,Clients à Risque / Perdus
22,2,397.35,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
463,2,954.75,Tanger,4,2,3,423,0,Clients Réguliers
498,1,153.24,Rabat,4,1,1,411,0,Clients Réguliers
18,2,320.76,Tanger,1,2,1,121,2,Clients à Risque / Perdus
209,2,533.3,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
3,11,2567.06,Agadir,1,4,4,144,2,Clients à Risque / Perdus
17,1,149.29,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
7,3,1122.53,El Jadida,1,2,3,123,2,Clients à Risque / Perdus
258,2,393.45,Rabat,3,2,2,322,0,Clients Réguliers
126,1,156.57999999999998,Tanger,3,1,1,311,2,Clients à Risque / Perdus
400,4,1269.05,Marrakech,4,3,3,433,0,Clients Réguliers
50,3,383.68,Meknès,2,2,2,222,2,Clients à Risque / Perdus
391,3,1254.21,Marrakech,4,2,3,423,0,Clients Réguliers
244,1,594.0,Tanger,3,1,2,312,2,Clients à Risque / Perdus
8,13,4796.42,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
4,2,1418.26,Marrakech,1,2,3,123,2,Clients à Risque / Perdus
259,2,284.5,Marrakech,3,2,1,321,0,Clients Réguliers
372,3,406.95,Casablanca,3,2,2,322,0,Clients Réguliers
326,5,492.88,Rabat,3,3,2,332,0,Clients Réguliers
308,2,788.81,Marrakech,3,2,2,322,0,Clients Réguliers
21,3,974.52,Marrakech,1,2,3,123,2,Clients à Risque / Perdus
25,1,429.84,Rabat,1,1,2,112,2,Clients à Risque / Perdus
429,2,233.21,Agadir,4,2,1,421,0,Clients Réguliers
25,6,1799.1100000000001,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
31,6,1253.09,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
357,2,307.69,Casablanca,3,2,1,321,0,Clients Réguliers
593,1,38.25,Rabat,4,1,1,411,0,Clients Réguliers
278,10,2119.27,Agadir,3,4,3,343,2,Clients à Risque / Perdus
257,1,237.07,Rabat,3,1,1,311,0,Clients Réguliers
21,2,370.43999999999994,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
412,2,202.82999999999998,Rabat,4,2,1,421,0,Clients Réguliers
349,1,216.76,Agadir,3,1,1,311,0,Clients Réguliers
456,2,429.7,Casablanca,4,2,2,422,0,Clients Réguliers
90,4,737.05,Tanger,2,3,2,232,2,Clients à Risque / Perdus
25,1,126.14,Agadir,1,1,1,111,2,Clients à Risque / Perdus
333,1,1048.85,Tanger,3,1,3,313,0,Clients Réguliers
15,32,12655.65,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
80,4,1571.01,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
4,3,524.88,Fès,1,2,2,122,2,Clients à Risque / Perdus
46,3,1430.48,Meknès,2,2,3,223,2,Clients à Risque / Perdus
45,3,874.25,El Jadida,2,2,2,222,2,Clients à Risque / Perdus
571,1,63.419999999999995,Meknès,4,1,1,411,0,Clients Réguliers
375,2,847.0799999999999,Tanger,3,2,2,322,0,Clients Réguliers
108,1,371.56,Rabat,3,1,2,312,2,Clients à Risque / Perdus
9,8,2046.0,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
591,1,163.1,Casablanca,4,1,1,411,0,Clients Réguliers
72,1,454.10999999999996,Tanger,2,1,2,212,2,Clients à Risque / Perdus
375,4,2209.98,Meknès,3,3,3,333,0,Clients Réguliers
645,1,368.4,Casablanca,4,1,2,412,0,Clients Réguliers
35,3,2024.98,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
728,1,147.4,Marrakech,4,1,1,411,0,Clients Réguliers
111,5,6279.0,Fès,3,3,4,334,2,Clients à Risque / Perdus
396,1,1993.34,Tanger,4,1,3,413,0,Clients Réguliers
11,19,14592.56,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
157,10,862.2,Casablanca,3,4,2,342,2,Clients à Risque / Perdus
13,5,3981.75,Agadir,1,3,4,134,2,Clients à Risque / Perdus
25,7,5771.51,Meknès,1,4,4,144,2,Clients à Risque / Perdus
523,1,102.0,Casablanca,4,1,1,411,0,Clients Réguliers
675,1,231.32,Kenitra,4,1,1,411,0,Clients Réguliers
88,5,431.92,Agadir,2,3,2,232,2,Clients à Risque / Perdus
18,8,2419.61,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
426,1,217.6,Casablanca,4,1,1,411,0,Clients Réguliers
90,6,3100.09,Agadir,2,3,4,234,2,Clients à Risque / Perdus
23,2,659.4599999999999,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
28,9,4314.9800000000005,Kenitra,2,4,4,244,2,Clients à Risque / Perdus
16,5,3780.05,Marrakech,1,3,4,134,2,Clients à Risque / Perdus
374,1,246.5,Marrakech,3,1,1,311,0,Clients Réguliers
626,1,146.14000000000001,Tétouan,4,1,1,411,0,Clients Réguliers
13,9,8657.39,Kenitra,1,4,4,144,2,Clients à Risque / Perdus
12,43,25174.64,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
719,1,161.6,El Jadida,4,1,1,411,0,Clients Réguliers
3,4,1131.56,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
400,2,402.5,Rabat,4,2,2,422,0,Clients Réguliers
11,14,13993.47,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
358,2,267.15,Tanger,3,2,1,321,0,Clients Réguliers
76,4,423.85,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
48,5,3610.96,Rabat,2,3,4,234,2,Clients à Risque / Perdus
18,6,2040.03,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
167,1,492.36,Rabat,3,1,2,312,2,Clients à Risque / Perdus
184,6,1000.27,Agadir,3,3,3,333,2,Clients à Risque / Perdus
375,1,166.51,Marrakech,3,1,1,311,0,Clients Réguliers
326,1,250.0,Casablanca,3,1,1,311,0,Clients Réguliers
7,5,909.23,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
151,4,331.58,Marrakech,3,3,1,331,2,Clients à Risque / Perdus
28,35,27750.55,Fès,2,4,4,244,2,Clients à Risque / Perdus
7,18,6598.55,Tanger,1,4,4,144,2,Clients à Risque / Perdus
382,1,171.81,Marrakech,4,1,1,411,0,Clients Réguliers
40,3,62.43,Casablanca,2,2,1,221,2,Clients à Risque / Perdus
228,1,267.03,Agadir,3,1,1,311,2,Clients à Risque / Perdus
60,15,4218.94,Agadir,2,4,4,244,2,Clients à Risque / Perdus
378,2,344.61,El Jadida,4,2,2,422,0,Clients Réguliers
35,16,7106.69,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
28,2,398.84,Fès,2,2,2,222,2,Clients à Risque / Perdus
79,16,17359.99,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
20,2,591.4,Fès,1,2,2,122,2,Clients à Risque / Perdus
13,3,981.01,Casablanca,1,2,3,123,2,Clients à Risque / Perdus
28,2,148.44,Casablanca,2,2,1,221,2,Clients à Risque / Perdus
14,23,5575.64,Rabat,1,4,4,144,2,Clients à Risque / Perdus
249,1,229.33,Marrakech,3,1,1,311,2,Clients à Risque / Perdus
18,12,5111.95,Tétouan,1,4,4,144,2,Clients à Risque / Perdus
17,5,1813.72,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
3,2,2007.44,Marrakech,1,2,3,123,2,Clients à Risque / Perdus
20,10,3771.9,Rabat,1,4,4,144,2,Clients à Risque / Perdus
14,3,807.57,Rabat,1,2,2,122,2,Clients à Risque / Perdus
721,1,162.25,Rabat,4,1,1,411,0,Clients Réguliers
168,6,1087.82,El Jadida,3,3,3,333,2,Clients à Risque / Perdus
404,1,259.09,Kenitra,4,1,1,411,0,Clients Réguliers
159,1,110.92,Kenitra,3,1,1,311,2,Clients à Risque / Perdus
533,6,3358.3999999999996,Meknès,4,3,4,434,0,Clients Réguliers
2,1,538.46,Casablanca,1,1,2,112,2,Clients à Risque / Perdus
6,2,460.68,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
109,1,85.13000000000001,Rabat,3,1,1,311,2,Clients à Risque / Perdus
507,3,918.45,Agadir,4,2,3,423,0,Clients Réguliers
283,2,242.84,Casablanca,3,2,1,321,0,Clients Réguliers
4,20,8162.43,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
49,2,428.05,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
602,2,1079.1000000000001,Casablanca,4,2,3,423,0,Clients Réguliers
3,26,10154.39,Rabat,1,4,4,144,2,Clients à Risque / Perdus
591,1,158.09,Meknès,4,1,1,411,0,Clients Réguliers
72,8,2345.96,Agadir,2,4,4,244,2,Clients à Risque / Perdus
101,11,2076.45,Tanger,2,4,3,243,2,Clients à Risque / Perdus
32,7,1710.08,Agadir,2,4,3,243,2,Clients à Risque / Perdus
212,2,252.52,Meknès,3,2,1,321,2,Clients à Risque / Perdus
55,1,437.23,Kenitra,2,1,2,212,2,Clients à Risque / Perdus
273,1,217.2,Casablanca,3,1,1,311,0,Clients Réguliers
7,36,12112.35,Tanger,1,4,4,144,2,Clients à Risque / Perdus
19,1,279.77,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
24,1,473.65000000000003,Rabat,1,1,2,112,2,Clients à Risque / Perdus
634,1,214.13,Marrakech,4,1,1,411,0,Clients Réguliers
563,1,1109.4,Marrakech,4,1,3,413,0,Clients Réguliers
393,2,153.52,Casablanca,4,2,1,421,0,Clients Réguliers
7,8,1934.3899999999999,Kenitra,1,4,3,143,2,Clients à Risque / Perdus
347,3,673.3800000000001,Casablanca,3,3,2,332,0,Clients Réguliers
17,7,2867.0,Tanger,1,4,4,144,2,Clients à Risque / Perdus
458,2,70.74000000000001,Tanger,4,2,1,421,0,Clients Réguliers
45,2,173.16,Agadir,2,2,1,221,2,Clients à Risque / Perdus
388,2,227.87,Rabat,4,2,1,421,0,Clients Réguliers
14,1,186.01,Rabat,1,1,1,111,2,Clients à Risque / Perdus
40,2,422.52,Fès,2,2,2,222,2,Clients à Risque / Perdus
99,10,3586.35,Rabat,2,4,4,244,2,Clients à Risque / Perdus
2,25,9311.04,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
7,14,4051.63,Meknès,1,4,4,144,2,Clients à Risque / Perdus
21,9,3873.69,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
27,5,1207.18,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
173,6,1518.7,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
615,1,30.1,Tétouan,4,1,1,411,0,Clients Réguliers
33,1,940.6700000000001,Fès,2,1,3,213,2,Clients à Risque / Perdus
146,5,397.98,Rabat,3,3,2,332,2,Clients à Risque / Perdus
158,1,127.1,Rabat,3,1,1,311,2,Clients à Risque / Perdus
64,5,1302.5,Tanger,2,3,3,233,2,Clients à Risque / Perdus
372,8,1381.19,Rabat,3,4,3,343,0,Clients Réguliers
116,38,7794.59,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
20,3,682.9100000000001,Rabat,1,3,2,132,2,Clients à Risque / Perdus
371,1,107.86,Oujda,3,1,1,311,0,Clients Réguliers
19,6,1277.5,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
172,1,455.3,Marrakech,3,1,2,312,2,Clients à Risque / Perdus
588,3,1139.1,Fès,4,3,3,433,0,Clients Réguliers
45,7,1522.0800000000002,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
673,1,579.6,Rabat,4,1,2,412,0,Clients Réguliers
251,3,478.53000000000003,El Jadida,3,3,2,332,2,Clients à Risque / Perdus
377,5,1496.6,Meknès,4,3,3,433,0,Clients Réguliers
578,3,217.9,Casablanca,4,3,1,431,0,Clients Réguliers
42,1,388.58,Agadir,2,1,2,212,2,Clients à Risque / Perdus
66,1,199.8,Meknès,2,1,1,211,2,Clients à Risque / Perdus
11,5,1771.78,Kenitra,1,3,3,133,2,Clients à Risque / Perdus
483,1,357.6,Casablanca,4,1,2,412,0,Clients Réguliers
96,9,3130.04,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
30,2,563.37,Marrakech,2,2,2,222,2,Clients à Risque / Perdus
48,2,548.02,Kenitra,2,2,2,222,2,Clients à Risque / Perdus
22,3,1250.06,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
423,4,1199.31,Fès,4,3,3,433,0,Clients Réguliers
6,30,14960.12,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
3,16,3230.51,Tanger,1,4,4,144,2,Clients à Risque / Perdus
74,2,88.48,Casablanca,2,2,1,221,2,Clients à Risque / Perdus
47,1,216.39,Marrakech,2,1,1,211,2,Clients à Risque / Perdus
31,9,1936.8,Marrakech,2,4,3,243,2,Clients à Risque / Perdus
56,17,5230.99,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
332,9,1708.97,El Jadida,3,4,3,343,0,Clients Réguliers
23,5,1785.98,Agadir,1,3,3,133,2,Clients à Risque / Perdus
180,1,298.48,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
47,1,112.46000000000001,Rabat,2,1,1,211,2,Clients à Risque / Perdus
5,26,2997.28,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
31,2,195.15,Agadir,2,2,1,221,2,Clients à Risque / Perdus
606,1,433.71999999999997,Casablanca,4,1,2,412,0,Clients Réguliers
433,4,3147.36,Rabat,4,3,4,434,0,Clients Réguliers
5,47,21373.97,Meknès,1,4,4,144,2,Clients à Risque / Perdus
434,1,317.11,Kenitra,4,1,1,411,0,Clients Réguliers
391,3,828.5500000000001,Casablanca,4,3,2,432,0,Clients Réguliers
28,4,776.851,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
6,1,336.40000000000003,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
52,4,1942.36,Marrakech,2,3,3,233,2,Clients à Risque / Perdus
6,2,1044.96,Marrakech,1,2,3,123,2,Clients à Risque / Perdus
38,17,7852.61,Tétouan,2,4,4,244,2,Clients à Risque / Perdus
136,8,2437.05,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
112,4,588.13,Marrakech,3,3,2,332,2,Clients à Risque / Perdus
99,9,3236.4,Agadir,2,4,4,244,2,Clients à Risque / Perdus
70,3,1067.52,Tanger,2,3,3,233,2,Clients à Risque / Perdus
452,2,566.9,Tanger,4,2,2,422,0,Clients Réguliers
20,16,5449.31,Kenitra,1,4,4,144,2,Clients à Risque / Perdus
445,4,2240.9,Fès,4,3,3,433,0,Clients Réguliers
40,3,1481.4,Rabat,2,3,3,233,2,Clients à Risque / Perdus
637,1,596.67,Rabat,4,1,2,412,0,Clients Réguliers
11,8,3285.31,Kenitra,1,4,4,144,2,Clients à Risque / Perdus
504,13,4352.46,Casablanca,4,4,4,444,0,Clients Réguliers
12,2,554.65,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
391,1,100.35,Tanger,4,1,1,411,0,Clients Réguliers
85,4,1444.58,Tanger,2,3,3,233,2,Clients à Risque / Perdus
48,5,797.59,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
374,6,2265.2,Rabat,3,3,3,333,0,Clients Réguliers
129,3,1065.08,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
11,28,22771.1,Agadir,1,4,4,144,2,Clients à Risque / Perdus
100,12,5345.55,Tanger,2,4,4,244,2,Clients à Risque / Perdus
725,1,105.78000000000002,Tanger,4,1,1,411,0,Clients Réguliers
187,3,664.0,Rabat,3,3,2,332,2,Clients à Risque / Perdus
161,4,813.0,Oujda,3,3,2,332,2,Clients à Risque / Perdus
14,3,1055.17,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
153,5,974.61,Fès,3,3,3,333,2,Clients à Risque / Perdus
410,1,169.0,Marrakech,4,1,1,411,0,Clients Réguliers
199,2,657.35,Agadir,3,2,2,322,2,Clients à Risque / Perdus
331,4,2170.35,Tanger,3,3,3,333,0,Clients Réguliers
517,2,553.88,Marrakech,4,2,2,422,0,Clients Réguliers
32,5,1259.06,Kenitra,2,3,3,233,2,Clients à Risque / Perdus
86,5,1420.34,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
88,2,877.4399999999999,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
5,2,922.53,Rabat,1,2,3,123,2,Clients à Risque / Perdus
238,1,560.67,Marrakech,3,1,2,312,2,Clients à Risque / Perdus
40,4,748.5,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
18,1,30.0,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
185,8,2423.4700000000003,Agadir,3,4,4,344,2,Clients à Risque / Perdus
39,3,532.49,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
20,15,2812.99,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
312,8,1215.95,Tanger,3,4,3,343,0,Clients Réguliers
656,2,283.73,Casablanca,4,2,1,421,0,Clients Réguliers
101,1,138.14,Marrakech,2,1,1,211,2,Clients à Risque / Perdus
46,4,1254.03,Tanger,2,3,3,233,2,Clients à Risque / Perdus
163,5,4015.12,Oujda,3,3,4,334,2,Clients à Risque / Perdus
467,2,632.9399999999999,Oujda,4,2,2,422,0,Clients Réguliers
35,1,301.32,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
213,1,76.32000000000001,Tanger,3,1,1,311,2,Clients à Risque / Perdus
35,4,684.34,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
292,2,325.2,Marrakech,3,2,1,321,0,Clients Réguliers
14,7,2657.13,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
720,1,45.300000000000004,Marrakech,4,1,1,411,0,Clients Réguliers
83,9,6414.79,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
68,13,6948.2300000000005,Rabat,2,4,4,244,2,Clients à Risque / Perdus
76,4,542.04,Meknès,2,3,2,232,2,Clients à Risque / Perdus
14,3,3435.76,Marrakech,1,3,4,134,2,Clients à Risque / Perdus
44,3,1305.63,Agadir,2,3,3,233,2,Clients à Risque / Perdus
48,3,1893.89,Oujda,2,3,3,233,2,Clients à Risque / Perdus
19,4,781.28,Marrakech,1,3,2,132,2,Clients à Risque / Perdus
4,10,4507.58,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
20,14,2989.7,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
594,2,318.24,Tanger,4,2,1,421,0,Clients Réguliers
113,2,524.54,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
542,3,173.95,Casablanca,4,3,1,431,0,Clients Réguliers
445,1,55.980000000000004,Kenitra,4,1,1,411,0,Clients Réguliers
415,1,90.0,Tanger,4,1,1,411,0,Clients Réguliers
4,9,2993.1,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
414,1,190.57,Tanger,4,1,1,411,0,Clients Réguliers
115,3,521.03,El Jadida,3,3,2,332,2,Clients à Risque / Perdus
96,1,111.0,Meknès,2,1,1,211,2,Clients à Risque / Perdus
247,4,571.3,Rabat,3,3,2,332,2,Clients à Risque / Perdus
23,1,191.04,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
654,1,37.5,Tanger,4,1,1,411,0,Clients Réguliers
3,23,10404.01,Fès,1,4,4,144,2,Clients à Risque / Perdus
262,4,1131.04,Casablanca,3,3,3,333,0,Clients Réguliers
28,13,3906.57,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
685,1,246.75,Casablanca,4,1,1,411,0,Clients Réguliers
619,1,46.2,Meknès,4,1,1,411,0,Clients Réguliers
13,1,309.65,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
167,2,696.68,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
63,3,1223.2,Agadir,2,3,3,233,2,Clients à Risque / Perdus
471,2,140.39000000000001,Tanger,4,2,1,421,0,Clients Réguliers
260,1,211.5,Tanger,3,1,1,311,0,Clients Réguliers
135,6,3817.96,Marrakech,3,3,4,334,2,Clients à Risque / Perdus
196,1,143.1,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
59,4,1060.56,Tanger,2,3,3,233,2,Clients à Risque / Perdus
30,4,945.58,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
36,9,4378.72,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
279,2,327.85,Casablanca,3,2,1,321,0,Clients Réguliers
412,1,898.87,Kenitra,4,1,3,413,0,Clients Réguliers
552,2,420.25,Rabat,4,2,2,422,0,Clients Réguliers
4,12,3472.4100000000003,Meknès,1,4,4,144,2,Clients à Risque / Perdus
138,4,1010.79,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
7,5,784.8100000000001,Casablanca,1,3,2,132,2,Clients à Risque / Perdus
551,5,658.02,Oujda,4,3,2,432,0,Clients Réguliers
141,11,3056.81,Rabat,3,4,4,344,2,Clients à Risque / Perdus
229,5,607.0,Kenitra,3,3,2,332,2,Clients à Risque / Perdus
535,1,293.79,Casablanca,4,1,1,411,0,Clients Réguliers
28,31,10223.06,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
19,2,741.92,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
7,1,507.08,Casablanca,1,1,2,112,2,Clients à Risque / Perdus
31,11,5258.1,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
360,4,947.65,Agadir,3,3,3,333,0,Clients Réguliers
196,3,310.85,Tanger,3,3,1,331,2,Clients à Risque / Perdus
10,1,415.25,Casablanca,1,1,2,112,2,Clients à Risque / Perdus
385,1,321.91,Casablanca,4,1,1,411,0,Clients Réguliers
12,15,9445.51,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
375,2,544.6,Marrakech,3,2,2,322,0,Clients Réguliers
208,3,192.55,Marrakech,3,3,1,331,2,Clients à Risque / Perdus
61,5,1726.58,Rabat,2,3,3,233,2,Clients à Risque / Perdus
549,1,125.3,Casablanca,4,1,1,411,0,Clients Réguliers
207,10,1682.07,Agadir,3,4,3,343,2,Clients à Risque / Perdus
278,1,162.3,Rabat,3,1,1,311,0,Clients Réguliers
110,4,2263.3,Tanger,3,3,3,333,2,Clients à Risque / Perdus
416,1,327.68,Casablanca,4,1,1,411,0,Clients Réguliers
430,2,1815.72,Marrakech,4,2,3,423,0,Clients Réguliers
10,8,1205.1200000000001,Tanger,1,4,3,143,2,Clients à Risque / Perdus
14,41,13372.970000000001,Rabat,1,4,4,144,2,Clients à Risque / Perdus
61,1,449.12,Kenitra,2,1,2,212,2,Clients à Risque / Perdus
44,1,154.88,Tanger,2,1,1,211,2,Clients à Risque / Perdus
453,2,208.62,Casablanca,4,2,1,421,0,Clients Réguliers
614,1,156.87,Rabat,4,1,1,411,0,Clients Réguliers
11,4,784.46,Rabat,1,3,2,132,2,Clients à Risque / Perdus
73,1,34.8,Tanger,2,1,1,211,2,Clients à Risque / Perdus
14,4,1094.59,Rabat,1,3,3,133,2,Clients à Risque / Perdus
129,1,196.88,Marrakech,3,1,1,311,2,Clients à Risque / Perdus
8,9,2562.61,Rabat,1,4,4,144,2,Clients à Risque / Perdus
36,3,614.7600000000001,Fès,2,3,2,232,2,Clients à Risque / Perdus
230,3,44534.3,Casablanca,3,3,4,334,2,Clients à Risque / Perdus
10,17,6456.801,Oujda,1,4,4,144,2,Clients à Risque / Perdus
456,11,1380.44,Casablanca,4,4,3,443,0,Clients Réguliers
35,9,4207.54,Fès,2,4,4,244,2,Clients à Risque / Perdus
300,1,79.2,Casablanca,3,1,1,311,0,Clients Réguliers
46,9,3037.61,Rabat,2,4,4,244,2,Clients à Risque / Perdus
5,17,5993.12,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
56,4,532.96,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
61,6,2940.36,Rabat,2,3,4,234,2,Clients à Risque / Perdus
20,1,205.25,Meknès,1,1,1,111,2,Clients à Risque / Perdus
213,7,830.9300000000001,Kenitra,3,4,2,342,2,Clients à Risque / Perdus
626,2,13916.34,Marrakech,4,2,4,424,0,Clients Réguliers
438,1,143.05,Kenitra,4,1,1,411,0,Clients Réguliers
60,2,583.75,Rabat,2,2,2,222,2,Clients à Risque / Perdus
27,2,1086.92,Tanger,2,2,3,223,2,Clients à Risque / Perdus
83,8,4503.08,Rabat,2,4,4,244,2,Clients à Risque / Perdus
662,1,370.63,Fès,4,1,2,412,0,Clients Réguliers
59,3,831.06,Meknès,2,3,2,232,2,Clients à Risque / Perdus
111,34,15601.09,Fès,3,4,4,344,2,Clients à Risque / Perdus
2,46,88704.32,Marrakech,1,4,4,144,1,VIP / Champions
608,1,321.45,Tanger,4,1,1,411,0,Clients Réguliers
599,3,1006.54,Casablanca,4,3,3,433,0,Clients Réguliers
413,1,280.88,Casablanca,4,1,1,411,0,Clients Réguliers
1,2,774.52,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
64,6,1329.94,Rabat,2,3,3,233,2,Clients à Risque / Perdus
241,2,150.5,Casablanca,3,2,1,321,2,Clients à Risque / Perdus
128,1,241.62,Rabat,3,1,1,311,2,Clients à Risque / Perdus
236,7,1762.61,Marrakech,3,4,3,343,2,Clients à Risque / Perdus
426,1,307.95,Marrakech,4,1,1,411,0,Clients Réguliers
458,2,124.08000000000001,Casablanca,4,2,1,421,0,Clients Réguliers
179,3,475.28000000000003,Fès,3,3,2,332,2,Clients à Risque / Perdus
20,3,345.46,Casablanca,1,3,2,132,2,Clients à Risque / Perdus
5,4,4014.1,Marrakech,1,3,4,134,2,Clients à Risque / Perdus
6,1,246.3,Rabat,1,1,1,111,2,Clients à Risque / Perdus
463,2,848.3299999999999,Casablanca,4,2,2,422,0,Clients Réguliers
28,16,5969.93,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
41,5,8514.82,Rabat,2,3,4,234,2,Clients à Risque / Perdus
21,3,948.05,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
504,1,221.82999999999998,Fès,4,1,1,411,0,Clients Réguliers
353,6,1962.01,Rabat,3,3,3,333,0,Clients Réguliers
5,1,220.85,Tanger,1,1,1,111,2,Clients à Risque / Perdus
39,5,3608.34,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
395,2,933.84,Tanger,4,2,3,423,0,Clients Réguliers
10,8,2399.57,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
732,2,777.0,Kenitra,4,2,2,422,0,Clients Réguliers
145,8,1979.8700000000001,Tétouan,3,4,3,343,2,Clients à Risque / Perdus
12,16,4728.18,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
108,6,2821.08,Agadir,3,3,4,334,2,Clients à Risque / Perdus
488,3,1535.37,Casablanca,4,3,3,433,0,Clients Réguliers
71,4,1424.29,Tanger,2,3,3,233,2,Clients à Risque / Perdus
102,7,1242.58,Fès,3,4,3,343,2,Clients à Risque / Perdus
41,3,1063.95,Rabat,2,3,3,233,2,Clients à Risque / Perdus
138,1,451.42,Marrakech,3,1,2,312,2,Clients à Risque / Perdus
46,4,1929.66,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
