Recence,Frequence,Montant,Ville,Segment,Cluster,RFM_Score,Churn,Proba_Churn,Risque
285,1,94.0,Meknès,Clients Réguliers,0,311,1,0.99971837,Élevé
11,2,1345.53,Fès,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
17,2,549.13,Tanger,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
87,8,1302.3,Tétouan,Clients à Risque / Perdus,2,243,0,0.00023429526,Faible
447,2,216.95,Rabat,Clients Réguliers,0,421,1,0.9997595,Élevé
144,6,1830.54,Fès,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
487,2,170.88,Kenitra,Clients Réguliers,0,421,1,0.9997595,Élevé
371,1,257.06,Marrakech,Clients Réguliers,0,311,1,0.99971837,Élevé
184,2,659.84,Rabat,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
26,4,975.87,Kenitra,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
29,4,1056.44,Casablanca,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
259,1,267.18,Oujda,Clients Réguliers,0,311,1,0.99971837,Élevé
716,1,131.25,Fès,Clients Réguliers,0,411,1,0.99978894,Élevé
79,10,4685.72,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
21,4,1358.88,Marrakech,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
166,1,190.53,Marrakech,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
687,5,6798.72,Tanger,Clients Réguliers,0,434,1,0.9997017,Élevé
5,3,774.9000000000001,El Jadida,Clients à Risque / Perdus,2,122,0,0.0002267366,Faible
308,1,572.8100000000001,Marrakech,Clients Réguliers,0,312,1,0.9997396,Élevé
60,7,4572.82,Tanger,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
80,1,508.8,Casablanca,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
420,2,452.32,Agadir,Clients Réguliers,0,422,1,0.99976915,Élevé
20,1,135.86,Rabat,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
429,6,743.0,Tanger,Clients Réguliers,0,432,1,0.9997167,Élevé
54,10,3805.34,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
318,7,1619.97,Agadir,Clients Réguliers,0,343,1,0.9995741,Élevé
33,3,266.89,Meknès,Clients à Risque / Perdus,2,221,0,0.00021100474,Faible
250,3,597.78,Rabat,Clients à Risque / Perdus,2,322,1,0.9992712,Élevé
395,4,1944.57,Kenitra,Clients Réguliers,0,433,1,0.9997017,Élevé
14,9,2615.39,Marrakech,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
28,3,1483.14,Fès,Clients à Risque / Perdus,2,223,0,0.00021904154,Faible
10,4,762.75,Kenitra,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
22,2,397.35,Casablanca,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
463,2,954.75,Tanger,Clients Réguliers,0,423,1,0.99976844,Élevé
498,1,153.24,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
18,2,320.76,Tanger,Clients à Risque / Perdus,2,121,0,0.00027769,Faible
209,2,533.3,Marrakech,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
3,11,2567.06,Agadir,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
17,1,149.29,Casablanca,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
7,3,1122.53,El Jadida,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
258,2,393.45,Rabat,Clients Réguliers,0,322,1,0.99969923,Élevé
126,1,156.57999999999998,Tanger,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
400,4,1269.05,Marrakech,Clients Réguliers,0,433,1,0.9997017,Élevé
50,3,383.68,Meknès,Clients à Risque / Perdus,2,222,0,0.00021599677,Faible
391,3,1254.21,Marrakech,Clients Réguliers,0,423,1,0.9996105,Élevé
244,1,594.0,Tanger,Clients à Risque / Perdus,2,312,1,0.9997396,Élevé
8,13,4796.42,El Jadida,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
4,2,1418.26,Marrakech,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
259,2,284.5,Marrakech,Clients Réguliers,0,321,1,0.9996793,Élevé
372,3,406.95,Casablanca,Clients Réguliers,0,322,1,0.9996117,Élevé
326,5,492.88,Rabat,Clients Réguliers,0,332,1,0.9997025,Élevé
308,2,788.81,Marrakech,Clients Réguliers,0,322,1,0.99976844,Élevé
21,3,974.52,Marrakech,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
25,1,429.84,Rabat,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
429,2,233.21,Agadir,Clients Réguliers,0,421,1,0.9997595,Élevé
25,6,1799.11,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021537488,Faible
31,6,1253.09,Casablanca,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
357,2,307.69,Casablanca,Clients Réguliers,0,321,1,0.9997595,Élevé
593,1,38.25,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
278,10,2119.27,Agadir,Clients à Risque / Perdus,2,343,1,0.999548,Élevé
257,1,237.07,Rabat,Clients Réguliers,0,311,1,0.99971837,Élevé
21,2,370.44,Marrakech,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
412,2,202.83,Rabat,Clients Réguliers,0,421,1,0.9997595,Élevé
349,1,216.76,Agadir,Clients Réguliers,0,311,1,0.99971837,Élevé
456,2,429.7,Casablanca,Clients Réguliers,0,422,1,0.99976915,Élevé
90,4,737.05,Tanger,Clients à Risque / Perdus,2,232,0,0.00028662445,Faible
25,1,126.14,Agadir,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
333,1,1048.85,Tanger,Clients Réguliers,0,313,1,0.9997396,Élevé
15,32,12655.65,Marrakech,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
80,4,1571.01,Casablanca,Clients à Risque / Perdus,2,233,0,0.00028770725,Faible
4,3,524.88,Fès,Clients à Risque / Perdus,2,122,0,0.00021599677,Faible
46,3,1430.48,Meknès,Clients à Risque / Perdus,2,223,0,0.00021904154,Faible
45,3,874.25,El Jadida,Clients à Risque / Perdus,2,222,0,0.0002267366,Faible
571,1,63.42,Meknès,Clients Réguliers,0,411,1,0.99978894,Élevé
375,2,847.0799999999999,Tanger,Clients Réguliers,0,322,1,0.99976844,Élevé
108,1,371.56,Rabat,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
9,8,2046.0,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
591,1,163.1,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
72,1,454.11,Tanger,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
375,4,2209.98,Meknès,Clients Réguliers,0,333,1,0.9997017,Élevé
645,1,368.4,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
35,3,2024.98,Casablanca,Clients à Risque / Perdus,2,223,0,0.00021904154,Faible
728,1,147.4,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
111,5,6279.0,Fès,Clients à Risque / Perdus,2,334,0,0.0003606093,Faible
396,1,1993.34,Tanger,Clients Réguliers,0,413,1,0.9997396,Élevé
11,19,14592.56,Casablanca,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
157,10,862.2,Casablanca,Clients à Risque / Perdus,2,342,0,0.00061304227,Faible
13,5,3981.75,Agadir,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
25,7,5771.51,Meknès,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
523,1,102.0,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
675,1,231.32,Kenitra,Clients Réguliers,0,411,1,0.99978894,Élevé
88,5,431.92,Agadir,Clients à Risque / Perdus,2,232,0,0.00027304867,Faible
18,8,2419.61,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
426,1,217.6,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
90,6,3100.09,Agadir,Clients à Risque / Perdus,2,234,0,0.00028149466,Faible
23,2,659.4599999999999,Marrakech,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
28,9,4314.9800000000005,Kenitra,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
16,5,3780.05,Marrakech,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
374,1,246.5,Marrakech,Clients Réguliers,0,311,1,0.99971837,Élevé
626,1,146.14,Tétouan,Clients Réguliers,0,411,1,0.99978894,Élevé
13,9,8657.39,Kenitra,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
12,43,25174.64,Marrakech,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
719,1,161.6,El Jadida,Clients Réguliers,0,411,1,0.99978894,Élevé
3,4,1131.56,Marrakech,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
400,2,402.5,Rabat,Clients Réguliers,0,422,1,0.99976915,Élevé
11,14,13993.47,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
358,2,267.15,Tanger,Clients Réguliers,0,321,1,0.9997595,Élevé
76,4,423.85,Marrakech,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
48,5,3610.96,Rabat,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
18,6,2040.03,Marrakech,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
167,1,492.36,Rabat,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
184,6,1000.27,Agadir,Clients à Risque / Perdus,2,333,1,0.99963,Élevé
375,1,166.51,Marrakech,Clients Réguliers,0,311,1,0.99971837,Élevé
326,1,250.0,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
7,5,909.23,Casablanca,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
151,4,331.58,Marrakech,Clients à Risque / Perdus,2,331,0,0.00035574473,Faible
28,35,27750.55,Fès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
7,18,6598.55,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
382,1,171.81,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
40,3,62.43,Casablanca,Clients à Risque / Perdus,2,221,0,0.00021100474,Faible
228,1,267.03,Agadir,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
60,15,4218.94,Agadir,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
378,2,344.61,El Jadida,Clients Réguliers,0,422,1,0.99976915,Élevé
35,16,7106.69,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
28,2,398.84,Fès,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
79,16,17359.99,Casablanca,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
20,2,591.4,Fès,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
13,3,981.01,Casablanca,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
28,2,148.44,Casablanca,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
14,23,5575.64,Rabat,Clients à Risque / Perdus,2,144,0,0.00024344237,Faible
249,1,229.33,Marrakech,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
18,12,5111.95,Tétouan,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
17,5,1813.72,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
3,2,2007.44,Marrakech,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
20,10,3771.9,Rabat,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
14,3,807.57,Rabat,Clients à Risque / Perdus,2,122,0,0.0002267366,Faible
721,1,162.25,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
168,6,1087.82,El Jadida,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
404,1,259.09,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
159,1,110.92,Kenitra,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
533,6,3358.4,Meknès,Clients Réguliers,0,434,1,0.9997017,Élevé
2,1,538.46,Casablanca,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
6,2,460.68,Marrakech,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
109,1,85.13000000000001,Rabat,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
507,3,918.45,Agadir,Clients Réguliers,0,423,1,0.9997017,Élevé
283,2,242.84,Casablanca,Clients Réguliers,0,321,1,0.9997595,Élevé
4,20,8162.43,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
49,2,428.05,Casablanca,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
602,2,1079.1,Casablanca,Clients Réguliers,0,423,1,0.99979407,Élevé
3,26,10154.39,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
591,1,158.09,Meknès,Clients Réguliers,0,411,1,0.99978894,Élevé
72,8,2345.96,Agadir,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
101,11,2076.45,Tanger,Clients à Risque / Perdus,2,243,0,0.00047723798,Faible
32,7,1710.08,Agadir,Clients à Risque / Perdus,2,243,0,0.00027073818,Faible
212,2,252.52,Meknès,Clients à Risque / Perdus,2,321,1,0.9996793,Élevé
55,1,437.23,Kenitra,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
273,1,217.2,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
7,36,12112.35,Tanger,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
19,1,279.77,Casablanca,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
24,1,473.65,Rabat,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
634,1,214.13,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
563,1,1109.4,Marrakech,Clients Réguliers,0,413,1,0.9997967,Élevé
393,2,153.52,Casablanca,Clients Réguliers,0,421,1,0.9997595,Élevé
7,8,1934.39,Kenitra,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
347,3,673.3800000000001,Casablanca,Clients Réguliers,0,332,1,0.9993057,Élevé
17,7,2867.0,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
458,2,70.74000000000001,Tanger,Clients Réguliers,0,421,1,0.9997595,Élevé
45,2,173.16,Agadir,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
388,2,227.87,Rabat,Clients Réguliers,0,421,1,0.9997595,Élevé
14,1,186.01,Rabat,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
40,2,422.52,Fès,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
99,10,3586.35,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
2,25,9311.04,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
7,14,4051.63,Meknès,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
21,9,3873.69,Casablanca,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
27,5,1207.18,Casablanca,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
173,6,1518.7,Marrakech,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
615,1,30.1,Tétouan,Clients Réguliers,0,411,1,0.99978894,Élevé
33,1,940.67,Fès,Clients à Risque / Perdus,2,213,0,0.00032832907,Faible
146,5,397.98,Rabat,Clients à Risque / Perdus,2,332,0,0.00035574473,Faible
158,1,127.1,Rabat,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
64,5,1302.5,Tanger,Clients à Risque / Perdus,2,233,0,0.0002978142,Faible
372,8,1381.19,Rabat,Clients Réguliers,0,343,1,0.999548,Élevé
116,38,7794.59,Marrakech,Clients à Risque / Perdus,2,344,0,0.0006232169,Faible
20,3,682.9100000000001,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
371,1,107.86,Oujda,Clients Réguliers,0,311,1,0.99971837,Élevé
19,6,1277.5,Marrakech,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
172,1,455.3,Marrakech,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
588,3,1139.1,Fès,Clients Réguliers,0,433,1,0.9997017,Élevé
45,7,1522.0800000000002,Casablanca,Clients à Risque / Perdus,2,243,0,0.00024344237,Faible
673,1,579.6,Rabat,Clients Réguliers,0,412,1,0.9997967,Élevé
251,3,478.53,El Jadida,Clients à Risque / Perdus,2,332,1,0.9992712,Élevé
377,5,1496.6,Meknès,Clients Réguliers,0,433,1,0.9997017,Élevé
578,3,217.9,Casablanca,Clients Réguliers,0,431,1,0.9996903,Élevé
42,1,388.58,Agadir,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
66,1,199.8,Meknès,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
11,5,1771.78,Kenitra,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
483,1,357.6,Casablanca,Clients Réguliers,0,412,1,0.9997396,Élevé
96,9,3130.04,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
30,2,563.37,Marrakech,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
48,2,548.02,Kenitra,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
22,3,1250.06,Marrakech,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
423,4,1199.31,Fès,Clients Réguliers,0,433,1,0.9997017,Élevé
6,30,14960.12,El Jadida,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
3,16,3230.51,Tanger,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
74,2,88.48,Casablanca,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
47,1,216.39,Marrakech,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
31,9,1936.8,Marrakech,Clients à Risque / Perdus,2,243,0,0.00027073818,Faible
56,17,5230.99,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
332,9,1708.97,El Jadida,Clients Réguliers,0,343,1,0.999548,Élevé
23,5,1785.98,Agadir,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
180,1,298.48,Casablanca,Clients à Risque / Perdus,2,311,0,0.25838548,Faible
47,1,112.46,Rabat,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
5,26,2997.28,Casablanca,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
31,2,195.15,Agadir,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
606,1,433.72,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
433,4,3147.36,Rabat,Clients Réguliers,0,434,1,0.9997017,Élevé
5,47,21373.97,Meknès,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
434,1,317.11,Kenitra,Clients Réguliers,0,411,1,0.9997223,Élevé
391,3,828.5500000000001,Casablanca,Clients Réguliers,0,432,1,0.99963,Élevé
28,4,776.851,Casablanca,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
6,1,336.40000000000003,Casablanca,Clients à Risque / Perdus,2,111,0,0.00032832907,Faible
52,4,1942.36,Marrakech,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
6,2,1044.96,Marrakech,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
38,17,7852.61,Tétouan,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
136,8,2437.05,Casablanca,Clients à Risque / Perdus,2,344,0,0.0004533296,Faible
112,4,588.13,Marrakech,Clients à Risque / Perdus,2,332,0,0.00027304867,Faible
99,9,3236.4,Agadir,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
70,3,1067.52,Tanger,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
452,2,566.9,Tanger,Clients Réguliers,0,422,1,0.99976915,Élevé
20,16,5449.31,Kenitra,Clients à Risque / Perdus,2,144,0,0.00023124371,Faible
445,4,2240.9,Fès,Clients Réguliers,0,433,1,0.9997017,Élevé
40,3,1481.4,Rabat,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
637,1,596.67,Rabat,Clients Réguliers,0,412,1,0.9997967,Élevé
11,8,3285.31,Kenitra,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
504,13,4352.46,Casablanca,Clients Réguliers,0,444,1,0.9995241,Élevé
12,2,554.65,Casablanca,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
391,1,100.35,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
85,4,1444.58,Tanger,Clients à Risque / Perdus,2,233,0,0.00027689768,Faible
48,5,797.59,Casablanca,Clients à Risque / Perdus,2,232,0,0.0003312044,Faible
374,6,2265.2,Rabat,Clients Réguliers,0,333,1,0.9997017,Élevé
129,3,1065.08,Marrakech,Clients à Risque / Perdus,2,333,0,0.00027689768,Faible
11,28,22771.1,Agadir,Clients à Risque / Perdus,2,144,0,0.00024341333,Faible
100,12,5345.55,Tanger,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
725,1,105.78000000000002,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
187,3,664.0,Rabat,Clients à Risque / Perdus,2,332,1,0.9993057,Élevé
161,4,813.0,Oujda,Clients à Risque / Perdus,2,332,0,0.0003734302,Faible
14,3,1055.17,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
153,5,974.61,Fès,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
410,1,169.0,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
199,2,657.35,Agadir,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
331,4,2170.35,Tanger,Clients Réguliers,0,333,1,0.9996105,Élevé
517,2,553.88,Marrakech,Clients Réguliers,0,422,1,0.99976915,Élevé
32,5,1259.06,Kenitra,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
86,5,1420.34,Casablanca,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
88,2,877.4399999999999,Casablanca,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
5,2,922.53,Rabat,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
238,1,560.67,Marrakech,Clients à Risque / Perdus,2,312,1,0.9997396,Élevé
40,4,748.5,Marrakech,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
18,1,30.0,Casablanca,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
185,8,2423.4700000000003,Agadir,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
39,3,532.49,Casablanca,Clients à Risque / Perdus,2,232,0,0.00021599677,Faible
20,15,2812.99,Marrakech,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
312,8,1215.95,Tanger,Clients Réguliers,0,343,1,0.999548,Élevé
656,2,283.73,Casablanca,Clients Réguliers,0,421,1,0.9997861,Élevé
101,1,138.14,Marrakech,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
46,4,1254.03,Tanger,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
163,5,4015.12,Oujda,Clients à Risque / Perdus,2,334,0,0.0003606093,Faible
467,2,632.9399999999999,Oujda,Clients Réguliers,0,422,1,0.99976844,Élevé
35,1,301.32,Casablanca,Clients à Risque / Perdus,2,211,0,0.00031537315,Faible
213,1,76.32000000000001,Tanger,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
35,4,684.34,Casablanca,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
292,2,325.2,Marrakech,Clients Réguliers,0,321,1,0.99976915,Élevé
14,7,2657.13,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
720,1,45.3,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
83,9,6414.79,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
68,13,6948.2300000000005,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
76,4,542.04,Meknès,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
14,3,3435.76,Marrakech,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
44,3,1305.63,Agadir,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
48,3,1893.89,Oujda,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
19,4,781.28,Marrakech,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
4,10,4507.58,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
20,14,2989.7,Marrakech,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
594,2,318.24,Tanger,Clients Réguliers,0,421,1,0.9997861,Élevé
113,2,524.54,Casablanca,Clients à Risque / Perdus,2,322,0,0.0009957587,Faible
542,3,173.95,Casablanca,Clients Réguliers,0,431,1,0.9996903,Élevé
445,1,55.98,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
415,1,90.0,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
4,9,2993.1,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
414,1,190.57,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
115,3,521.03,El Jadida,Clients à Risque / Perdus,2,332,0,0.00027304867,Faible
96,1,111.0,Meknès,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
247,4,571.3,Rabat,Clients à Risque / Perdus,2,332,1,0.9992712,Élevé
23,1,191.04,Marrakech,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
654,1,37.5,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
3,23,10404.01,Fès,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
262,4,1131.04,Casablanca,Clients Réguliers,0,333,1,0.9993057,Élevé
28,13,3906.57,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
685,1,246.75,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
619,1,46.2,Meknès,Clients Réguliers,0,411,1,0.99978894,Élevé
13,1,309.65,Marrakech,Clients à Risque / Perdus,2,111,0,0.00032074167,Faible
167,2,696.68,Casablanca,Clients à Risque / Perdus,2,322,0,0.00087394664,Faible
63,3,1223.2,Agadir,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
471,2,140.39,Tanger,Clients Réguliers,0,421,1,0.9997595,Élevé
260,1,211.5,Tanger,Clients Réguliers,0,311,1,0.99971837,Élevé
135,6,3817.96,Marrakech,Clients à Risque / Perdus,2,334,0,0.0003606093,Faible
196,1,143.1,Casablanca,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
59,4,1060.56,Tanger,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
30,4,945.58,Casablanca,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
36,9,4378.72,Marrakech,Clients à Risque / Perdus,2,244,0,0.00023124371,Faible
279,2,327.85,Casablanca,Clients Réguliers,0,321,1,0.99976915,Élevé
412,1,898.87,Kenitra,Clients Réguliers,0,413,1,0.9997396,Élevé
552,2,420.25,Rabat,Clients Réguliers,0,422,1,0.99979466,Élevé
4,12,3472.4100000000003,Meknès,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
138,4,1010.79,Marrakech,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
7,5,784.8100000000001,Casablanca,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
551,5,658.02,Oujda,Clients Réguliers,0,432,1,0.9997167,Élevé
141,11,3056.81,Rabat,Clients à Risque / Perdus,2,344,0,0.0006232169,Faible
229,5,607.0,Kenitra,Clients à Risque / Perdus,2,332,1,0.9996117,Élevé
535,1,293.79,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
28,31,10223.06,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
19,2,741.92,Marrakech,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
7,1,507.08,Casablanca,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
31,11,5258.1,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
